order_id,date,product_category,sales_amount,quantity,payment_method,customer_rating,month,day_of_week,total_revenue
1075,2025-12-17,Home & Kitchen,294.31,3,Credit Card,1,Dec,Wednesday,882.9300000000001
1076,2025-10-31,Sports,452.98,5,Credit Card,1,Oct,Friday,2264.9
1077,2025-09-28,Clothing,166.89,3,UPI,4,Sep,Sunday,500.66999999999996
1078,2025-08-03,Sports,338.42,5,Credit Card,2,Aug,Sunday,1692.1000000000001
1079,2025-09-09,Electronics,102.07,3,Debit Card,3,Sep,Tuesday,306.21
1080,2025-07-09,Home & Kitchen,316.15,2,UPI,2,Jul,Wednesday,632.3
1081,2025-10-23,Clothing,174.86,5,PayPal,3,Oct,Thursday,874.3000000000001
1082,2025-08-01,Home & Kitchen,113.49,2,UPI,3,Aug,Friday,226.98
1083,2025-07-27,Home & Kitchen,163.46,2,Debit Card,5,Jul,Sunday,326.92
1084,2025-08-25,Beauty,97.63,2,PayPal,2,Aug,Monday,195.26
1085,2025-12-04,Electronics,451.94,2,Debit Card,5,Dec,Thursday,903.88
1086,2025-02-22,Home & Kitchen,204.62,1,Credit Card,4,Feb,Saturday,204.62
1087,2025-10-07,Sports,130.19,4,Credit Card,3,Oct,Tuesday,520.76
1088,2025-08-05,Sports,229.72,1,Credit Card,1,Aug,Tuesday,229.72
1089,2025-09-09,Beauty,167.06,3,Debit Card,3,Sep,Tuesday,501.18
1090,2025-07-07,Electronics,374.77,3,Debit Card,4,Jul,Monday,1124.31
1091,2025-02-10,Electronics,485.9,4,UPI,3,Feb,Monday,1943.6
1092,2025-06-06,Sports,224.64,4,PayPal,5,Jun,Friday,898.56
1093,2025-01-15,Clothing,431.91,4,PayPal,2,Jan,Wednesday,1727.64
1094,2025-10-28,Beauty,287.27,2,Debit Card,1,Oct,Tuesday,574.54
1095,2025-03-06,Beauty,87.05,1,Debit Card,5,Mar,Thursday,87.05
1096,2025-12-11,Sports,348.41,3,Credit Card,2,Dec,Thursday,1045.23
1097,2025-11-23,Sports,261.58,1,Debit Card,1,Nov,Sunday,261.58
1098,2025-01-09,Clothing,328.8,1,Credit Card,4,Jan,Thursday,328.8
1099,2025-12-10,Clothing,445.95,1,Debit Card,3,Dec,Wednesday,445.95
1100,2025-05-09,Electronics,225.81,4,PayPal,1,May,Friday,903.24
1101,2025-05-16,Beauty,451.58,4,UPI,4,May,Friday,1806.32
1102,2025-03-04,Beauty,377.83,3,Debit Card,2,Mar,Tuesday,1133.49
1103,2025-05-19,Sports,249.42,3,Credit Card,1,May,Monday,748.26
1104,2025-03-22,Electronics,305.58,3,UPI,4,Mar,Saturday,916.74
1105,2025-06-12,Beauty,169.53,1,Credit Card,2,Jun,Thursday,169.53
1106,2025-10-16,Electronics,491.96,4,Credit Card,5,Oct,Thursday,1967.84
1107,2025-09-18,Electronics,337.0,2,UPI,3,Sep,Thursday,674.0
1108,2025-08-19,Sports,31.48,1,UPI,4,Aug,Tuesday,31.48
1109,2025-02-10,Electronics,170.04,5,UPI,5,Feb,Monday,850.1999999999999
1110,2025-01-28,Clothing,315.42,1,Debit Card,2,Jan,Tuesday,315.42
1111,2025-05-15,Clothing,37.6,4,UPI,1,May,Thursday,150.4
1112,2025-07-20,Home & Kitchen,21.7,5,Debit Card,3,Jul,Sunday,108.5
1113,2025-11-24,Sports,230.51,1,PayPal,2,Nov,Monday,230.51
1114,2025-09-25,Home & Kitchen,173.02,4,PayPal,4,Sep,Thursday,692.08
1115,2025-02-02,Clothing,224.77,4,Credit Card,3,Feb,Sunday,899.08
1116,2025-02-17,Home & Kitchen,138.72,2,Credit Card,5,Feb,Monday,277.44
1117,2025-03-03,Sports,90.71,1,Debit Card,3,Mar,Monday,90.71
1118,2025-08-04,Sports,347.68,4,Credit Card,5,Aug,Monday,1390.72
1119,2025-10-20,Electronics,262.14,3,PayPal,2,Oct,Monday,786.42
1120,2025-04-09,Beauty,108.08,4,Debit Card,1,Apr,Wednesday,432.32
1121,2025-06-21,Electronics,166.6,2,Debit Card,3,Jun,Saturday,333.2
1122,2025-12-26,Sports,299.99,4,UPI,1,Dec,Friday,1199.96
1123,2025-08-02,Clothing,45.39,1,Debit Card,1,Aug,Saturday,45.39
1124,2025-02-04,Clothing,82.25,1,Credit Card,3,Feb,Tuesday,82.25
1125,2025-08-15,Electronics,45.89,5,PayPal,3,Aug,Friday,229.45
1126,2025-04-11,Sports,408.04,1,Credit Card,1,Apr,Friday,408.04
1127,2025-05-11,Clothing,378.68,5,PayPal,4,May,Sunday,1893.4
1128,2025-09-14,Sports,379.12,3,UPI,4,Sep,Sunday,1137.3600000000001
1129,2025-01-05,Clothing,361.0,2,PayPal,3,Jan,Sunday,722.0
1130,2025-08-06,Sports,338.0,3,UPI,1,Aug,Wednesday,1014.0
1131,2025-09-12,Home & Kitchen,243.73,5,Credit Card,1,Sep,Friday,1218.6499999999999
1132,2025-12-25,Sports,324.72,4,UPI,2,Dec,Thursday,1298.88
1133,2025-10-10,Sports,28.8,4,Debit Card,1,Oct,Friday,115.2
1134,2025-07-26,Electronics,314.52,3,Debit Card,4,Jul,Saturday,943.56
1135,2025-01-15,Home & Kitchen,391.16,4,PayPal,2,Jan,Wednesday,1564.64
1136,2025-12-12,Beauty,255.18,5,Credit Card,4,Dec,Friday,1275.9
1137,2025-02-11,Electronics,185.18,2,Credit Card,5,Feb,Tuesday,370.36
1138,2025-06-28,Beauty,145.94,1,PayPal,3,Jun,Saturday,145.94
1139,2025-03-04,Clothing,324.97,5,Debit Card,5,Mar,Tuesday,1624.8500000000001
1140,2025-12-18,Beauty,349.47,5,UPI,3,Dec,Thursday,1747.3500000000001
1141,2025-08-19,Sports,436.77,1,PayPal,4,Aug,Tuesday,436.77
1142,2025-08-29,Beauty,177.74,1,UPI,4,Aug,Friday,177.74
1143,2025-02-21,Electronics,387.19,2,UPI,5,Feb,Friday,774.38
1144,2025-04-06,Electronics,285.06,2,Credit Card,3,Apr,Sunday,570.12
1145,2025-08-10,Beauty,442.59,2,Debit Card,3,Aug,Sunday,885.18
1146,2025-08-19,Electronics,268.63,4,UPI,2,Aug,Tuesday,1074.52
1147,2025-08-25,Electronics,263.64,5,Debit Card,1,Aug,Monday,1318.1999999999998
1148,2025-05-23,Beauty,293.16,1,Credit Card,2,May,Friday,293.16
1149,2025-06-20,Home & Kitchen,377.16,5,PayPal,4,Jun,Friday,1885.8000000000002
1150,2025-01-29,Home & Kitchen,482.7,5,PayPal,5,Jan,Wednesday,2413.5
1151,2025-02-05,Clothing,46.05,2,Credit Card,3,Feb,Wednesday,92.1
1152,2025-01-13,Electronics,36.18,2,Credit Card,2,Jan,Monday,72.36
1153,2025-06-09,Beauty,469.4,5,UPI,5,Jun,Monday,2347.0
1154,2025-11-23,Electronics,269.64,2,Credit Card,5,Nov,Sunday,539.28
1155,2025-07-06,Sports,311.3,4,PayPal,1,Jul,Sunday,1245.2
1156,2025-08-31,Electronics,246.39,1,Debit Card,3,Aug,Sunday,246.39
1157,2025-03-27,Electronics,55.89,5,Debit Card,5,Mar,Thursday,279.45
1158,2025-10-11,Home & Kitchen,386.36,1,Debit Card,3,Oct,Saturday,386.36
1159,2025-03-07,Beauty,376.14,4,Debit Card,2,Mar,Friday,1504.56
1160,2025-06-19,Electronics,162.73,2,Credit Card,5,Jun,Thursday,325.46
1161,2025-02-14,Home & Kitchen,160.06,3,Credit Card,5,Feb,Friday,480.18
1162,2025-03-03,Clothing,420.54,4,Debit Card,2,Mar,Monday,1682.16
1163,2025-05-14,Home & Kitchen,45.46,3,Credit Card,3,May,Wednesday,136.38
1164,2025-10-11,Home & Kitchen,441.74,1,UPI,3,Oct,Saturday,441.74
1165,2025-01-28,Home & Kitchen,135.76,5,Credit Card,5,Jan,Tuesday,678.8
1166,2025-04-18,Electronics,300.56,2,UPI,2,Apr,Friday,601.12
1167,2025-02-13,Electronics,468.64,4,UPI,4,Feb,Thursday,1874.56
1168,2025-12-06,Clothing,342.28,2,Credit Card,3,Dec,Saturday,684.56
1169,2025-10-13,Sports,213.07,3,Debit Card,4,Oct,Monday,639.21
1170,2025-11-27,Sports,347.87,3,UPI,5,Nov,Thursday,1043.6100000000001
1171,2025-05-08,Sports,178.55,5,Credit Card,4,May,Thursday,892.75
1172,2025-12-14,Clothing,145.86,3,PayPal,4,Dec,Sunday,437.58000000000004
1173,2025-08-19,Sports,498.37,5,Debit Card,3,Aug,Tuesday,2491.85
1174,2025-07-09,Sports,377.89,4,PayPal,5,Jul,Wednesday,1511.56
1175,2025-08-13,Home & Kitchen,325.91,5,UPI,4,Aug,Wednesday,1629.5500000000002
1176,2025-10-10,Electronics,184.09,3,PayPal,3,Oct,Friday,552.27
1177,2025-05-01,Electronics,34.09,1,Credit Card,4,May,Thursday,34.09
1178,2025-04-26,Home & Kitchen,25.22,5,Debit Card,3,Apr,Saturday,126.1
1179,2025-08-21,Home & Kitchen,281.55,2,UPI,5,Aug,Thursday,563.1
1180,2025-09-16,Home & Kitchen,383.4,1,Credit Card,2,Sep,Tuesday,383.4
1181,2025-12-25,Electronics,273.32,5,Debit Card,3,Dec,Thursday,1366.6
1182,2025-07-17,Sports,421.98,2,UPI,3,Jul,Thursday,843.96
1183,2025-05-17,Home & Kitchen,26.38,1,UPI,4,May,Saturday,26.38
1184,2025-11-14,Clothing,189.71,5,UPI,5,Nov,Friday,948.5500000000001
1185,2025-06-14,Home & Kitchen,126.16,4,UPI,1,Jun,Saturday,504.64
1186,2025-08-13,Beauty,229.16,2,PayPal,1,Aug,Wednesday,458.32
1187,2025-11-03,Home & Kitchen,45.46,4,PayPal,2,Nov,Monday,181.84
1188,2025-08-22,Electronics,477.52,3,PayPal,5,Aug,Friday,1432.56
1189,2025-06-21,Home & Kitchen,119.4,5,UPI,3,Jun,Saturday,597.0
1190,2025-06-01,Beauty,461.93,5,PayPal,1,Jun,Sunday,2309.65
1191,2025-11-11,Clothing,218.69,2,Debit Card,2,Nov,Tuesday,437.38
1192,2025-06-09,Sports,492.91,5,UPI,5,Jun,Monday,2464.55
1193,2025-04-06,Home & Kitchen,281.49,3,Debit Card,2,Apr,Sunday,844.47
1194,2025-08-21,Beauty,466.11,5,Debit Card,1,Aug,Thursday,2330.55
1195,2025-06-29,Beauty,12.62,1,PayPal,4,Jun,Sunday,12.62
1196,2025-04-23,Clothing,376.64,4,UPI,4,Apr,Wednesday,1506.56
1197,2025-11-14,Electronics,452.49,3,PayPal,5,Nov,Friday,1357.47
1198,2025-02-21,Home & Kitchen,78.46,3,PayPal,2,Feb,Friday,235.38
1199,2025-09-25,Beauty,57.1,4,PayPal,3,Sep,Thursday,228.4
1200,2025-10-22,Clothing,218.04,4,UPI,1,Oct,Wednesday,872.16
1201,2025-04-23,Sports,467.5,3,UPI,4,Apr,Wednesday,1402.5
1202,2025-04-11,Beauty,275.77,4,PayPal,4,Apr,Friday,1103.08
1203,2025-04-23,Clothing,268.45,2,Debit Card,2,Apr,Wednesday,536.9
1204,2025-03-22,Electronics,79.15,4,Debit Card,4,Mar,Saturday,316.6
1205,2025-07-06,Electronics,10.39,1,UPI,2,Jul,Sunday,10.39
1206,2025-04-23,Beauty,406.97,1,Credit Card,1,Apr,Wednesday,406.97
1207,2025-01-02,Beauty,52.91,2,PayPal,2,Jan,Thursday,105.82
1208,2025-05-10,Home & Kitchen,320.59,4,PayPal,4,May,Saturday,1282.36
1209,2025-08-08,Clothing,458.16,1,Credit Card,2,Aug,Friday,458.16
1210,2025-02-23,Beauty,112.24,5,UPI,4,Feb,Sunday,561.1999999999999
1211,2025-12-09,Home & Kitchen,335.98,4,Debit Card,5,Dec,Tuesday,1343.92
1212,2025-08-12,Home & Kitchen,48.56,2,UPI,4,Aug,Tuesday,97.12
1213,2025-08-13,Beauty,305.84,4,Debit Card,4,Aug,Wednesday,1223.36
1214,2025-05-06,Electronics,90.33,3,Debit Card,4,May,Tuesday,270.99
1215,2025-05-10,Clothing,370.62,3,UPI,5,May,Saturday,1111.8600000000001
1216,2025-02-22,Clothing,157.6,1,PayPal,3,Feb,Saturday,157.6
1217,2025-06-21,Electronics,237.06,3,PayPal,4,Jun,Saturday,711.1800000000001
1218,2025-08-06,Beauty,303.72,2,PayPal,3,Aug,Wednesday,607.44
1219,2025-06-09,Clothing,93.92,1,Debit Card,1,Jun,Monday,93.92
1220,2025-07-17,Beauty,373.4,2,PayPal,2,Jul,Thursday,746.8
1221,2025-09-04,Beauty,158.29,2,Debit Card,3,Sep,Thursday,316.58
1222,2025-11-20,Home & Kitchen,334.56,3,PayPal,1,Nov,Thursday,1003.6800000000001
1223,2025-07-22,Electronics,87.56,3,UPI,2,Jul,Tuesday,262.68
1224,2025-07-03,Beauty,347.18,2,Credit Card,4,Jul,Thursday,694.36
1225,2025-05-03,Sports,72.81,3,Debit Card,4,May,Saturday,218.43
1226,2025-09-12,Electronics,218.42,3,UPI,4,Sep,Friday,655.26
1227,2025-10-21,Clothing,131.13,3,Debit Card,5,Oct,Tuesday,393.39
1228,2025-10-07,Home & Kitchen,376.7,4,Debit Card,5,Oct,Tuesday,1506.8
1229,2025-11-21,Clothing,138.4,2,UPI,5,Nov,Friday,276.8
1230,2025-04-08,Clothing,442.04,5,PayPal,5,Apr,Tuesday,2210.2000000000003
1231,2025-07-17,Electronics,446.99,2,Debit Card,1,Jul,Thursday,893.98
1232,2025-08-28,Clothing,106.26,1,Credit Card,1,Aug,Thursday,106.26
1233,2025-05-24,Beauty,310.78,3,Credit Card,4,May,Saturday,932.3399999999999
1234,2025-04-07,Clothing,52.98,3,UPI,2,Apr,Monday,158.94
1235,2025-07-20,Home & Kitchen,201.85,5,Credit Card,5,Jul,Sunday,1009.25
1236,2025-05-04,Home & Kitchen,359.53,1,UPI,2,May,Sunday,359.53
1237,2025-07-06,Sports,333.12,4,UPI,1,Jul,Sunday,1332.48
1238,2025-11-22,Home & Kitchen,316.1,2,Debit Card,5,Nov,Saturday,632.2
1239,2025-12-15,Clothing,148.45,4,UPI,1,Dec,Monday,593.8
1240,2025-09-16,Home & Kitchen,195.23,1,UPI,1,Sep,Tuesday,195.23
1241,2025-05-28,Electronics,60.44,5,PayPal,3,May,Wednesday,302.2
1242,2025-09-09,Home & Kitchen,362.32,1,Debit Card,1,Sep,Tuesday,362.32
1243,2025-12-12,Beauty,256.91,5,Credit Card,4,Dec,Friday,1284.5500000000002
1244,2025-05-27,Electronics,357.3,4,PayPal,1,May,Tuesday,1429.2
1245,2025-05-28,Sports,131.98,4,PayPal,5,May,Wednesday,527.92
1246,2025-12-18,Beauty,168.97,1,Debit Card,4,Dec,Thursday,168.97
1247,2025-07-18,Clothing,173.77,1,Debit Card,1,Jul,Friday,173.77
1248,2025-11-04,Clothing,22.61,3,PayPal,4,Nov,Tuesday,67.83
1249,2025-05-08,Clothing,177.11,5,Debit Card,1,May,Thursday,885.5500000000001
1250,2025-02-08,Beauty,403.62,3,Debit Card,4,Feb,Saturday,1210.8600000000001
1251,2025-12-04,Beauty,449.68,2,UPI,2,Dec,Thursday,899.36
1252,2025-12-26,Beauty,263.93,2,Debit Card,3,Dec,Friday,527.86
1253,2025-05-09,Electronics,233.2,1,UPI,4,May,Friday,233.2
1254,2025-09-24,Electronics,25.1,4,PayPal,5,Sep,Wednesday,100.4
1255,2025-05-31,Clothing,440.81,2,PayPal,3,May,Saturday,881.62
1256,2025-10-25,Home & Kitchen,16.38,2,Credit Card,3,Oct,Saturday,32.76
1257,2025-04-09,Clothing,472.93,3,Debit Card,1,Apr,Wednesday,1418.79
1258,2025-09-20,Sports,249.72,3,PayPal,4,Sep,Saturday,749.16
1259,2025-09-09,Electronics,177.55,2,UPI,3,Sep,Tuesday,355.1
1260,2025-05-24,Beauty,462.87,1,PayPal,5,May,Saturday,462.87
1261,2025-12-12,Electronics,21.95,3,Debit Card,5,Dec,Friday,65.85
1262,2025-04-22,Beauty,294.9,2,Credit Card,5,Apr,Tuesday,589.8
1263,2025-03-01,Sports,278.98,4,Credit Card,1,Mar,Saturday,1115.92
1264,2025-01-02,Sports,117.47,3,PayPal,2,Jan,Thursday,352.40999999999997
1265,2025-10-31,Electronics,220.15,2,Credit Card,4,Oct,Friday,440.3
1266,2025-09-11,Beauty,329.61,5,Debit Card,3,Sep,Thursday,1648.0500000000002
1267,2025-05-20,Sports,366.29,3,Debit Card,4,May,Tuesday,1098.8700000000001
1268,2025-02-06,Clothing,10.35,5,Credit Card,3,Feb,Thursday,51.75
1269,2025-06-09,Clothing,469.06,3,UPI,1,Jun,Monday,1407.18
1270,2025-01-09,Beauty,90.62,3,Credit Card,4,Jan,Thursday,271.86
1271,2025-08-21,Electronics,124.45,5,Credit Card,1,Aug,Thursday,622.25
1272,2025-04-09,Sports,139.1,1,PayPal,1,Apr,Wednesday,139.1
1273,2025-05-27,Electronics,28.53,2,UPI,4,May,Tuesday,57.06
1274,2025-10-31,Clothing,70.3,1,Credit Card,4,Oct,Friday,70.3
1275,2025-07-27,Sports,493.31,1,PayPal,3,Jul,Sunday,493.31
1276,2025-05-11,Electronics,164.46,2,PayPal,5,May,Sunday,328.92
1277,2025-06-01,Home & Kitchen,66.5,4,PayPal,1,Jun,Sunday,266.0
1278,2025-02-23,Beauty,62.43,1,Debit Card,2,Feb,Sunday,62.43
1279,2025-04-30,Beauty,362.54,1,PayPal,3,Apr,Wednesday,362.54
1280,2025-06-10,Home & Kitchen,428.74,1,PayPal,3,Jun,Tuesday,428.74
1281,2025-04-26,Clothing,135.91,4,Debit Card,5,Apr,Saturday,543.64
1282,2025-03-16,Sports,20.25,3,Debit Card,5,Mar,Sunday,60.75
1283,2025-04-23,Beauty,119.31,5,PayPal,1,Apr,Wednesday,596.55
1284,2025-04-14,Home & Kitchen,37.69,5,Credit Card,3,Apr,Monday,188.45
1285,2025-12-06,Home & Kitchen,60.66,4,UPI,3,Dec,Saturday,242.64
1286,2025-09-11,Clothing,221.44,1,Debit Card,2,Sep,Thursday,221.44
1287,2025-08-15,Clothing,122.66,5,UPI,1,Aug,Friday,613.3
1288,2025-04-22,Electronics,262.81,4,Debit Card,1,Apr,Tuesday,1051.24
1289,2025-04-09,Beauty,134.21,2,PayPal,5,Apr,Wednesday,268.42
1290,2025-06-02,Electronics,470.86,5,Debit Card,1,Jun,Monday,2354.3
1291,2025-12-15,Home & Kitchen,453.91,2,PayPal,2,Dec,Monday,907.82
1292,2025-12-04,Sports,287.73,1,UPI,1,Dec,Thursday,287.73
1293,2025-07-13,Sports,183.67,5,Credit Card,4,Jul,Sunday,918.3499999999999
1294,2025-11-06,Clothing,196.76,4,PayPal,4,Nov,Thursday,787.04
1295,2025-06-12,Sports,211.81,3,UPI,2,Jun,Thursday,635.4300000000001
1296,2025-07-27,Sports,366.51,5,UPI,5,Jul,Sunday,1832.55
1297,2025-06-18,Sports,231.3,5,Debit Card,3,Jun,Wednesday,1156.5
1298,2025-06-10,Home & Kitchen,429.8,5,PayPal,1,Jun,Tuesday,2149.0
1299,2025-03-09,Sports,472.61,5,UPI,5,Mar,Sunday,2363.05
1300,2025-10-16,Sports,174.61,4,Credit Card,5,Oct,Thursday,698.44
1301,2025-10-04,Sports,284.74,4,Debit Card,1,Oct,Saturday,1138.96
1302,2025-10-31,Electronics,56.58,3,Debit Card,3,Oct,Friday,169.74
1303,2025-05-15,Home & Kitchen,108.23,4,UPI,1,May,Thursday,432.92
1304,2025-07-14,Clothing,212.6,4,PayPal,3,Jul,Monday,850.4
1305,2025-05-08,Electronics,111.04,1,Debit Card,2,May,Thursday,111.04
1306,2025-02-02,Beauty,439.51,1,PayPal,3,Feb,Sunday,439.51
1307,2025-06-25,Home & Kitchen,87.56,2,UPI,5,Jun,Wednesday,175.12
1308,2025-01-22,Home & Kitchen,233.27,3,UPI,2,Jan,Wednesday,699.8100000000001
1309,2025-08-26,Beauty,306.79,1,PayPal,4,Aug,Tuesday,306.79
1310,2025-06-07,Beauty,349.01,3,Credit Card,2,Jun,Saturday,1047.03
1311,2025-02-07,Beauty,197.7,3,Debit Card,3,Feb,Friday,593.0999999999999
1312,2025-08-18,Clothing,435.86,5,UPI,2,Aug,Monday,2179.3
1313,2025-12-31,Sports,288.48,3,Credit Card,2,Dec,Wednesday,865.44
1314,2025-02-20,Home & Kitchen,225.36,5,Credit Card,4,Feb,Thursday,1126.8000000000002
1315,2025-09-21,Sports,42.95,2,PayPal,3,Sep,Sunday,85.9
1316,2025-10-10,Sports,237.7,2,PayPal,5,Oct,Friday,475.4
1317,2025-01-27,Beauty,412.16,2,PayPal,2,Jan,Monday,824.32
1318,2025-08-14,Clothing,311.13,5,Credit Card,1,Aug,Thursday,1555.65
1319,2025-10-04,Electronics,417.76,5,Debit Card,5,Oct,Saturday,2088.8
1320,2025-10-13,Clothing,252.07,2,PayPal,2,Oct,Monday,504.14
1321,2025-04-07,Sports,68.05,5,Debit Card,5,Apr,Monday,340.25
1322,2025-10-11,Clothing,16.68,4,PayPal,1,Oct,Saturday,66.72
1323,2025-11-13,Beauty,158.58,4,Credit Card,5,Nov,Thursday,634.32
1324,2025-10-31,Electronics,352.02,5,Debit Card,5,Oct,Friday,1760.1
1325,2025-05-27,Beauty,397.23,5,Debit Card,1,May,Tuesday,1986.15
1326,2025-01-04,Electronics,154.92,1,Credit Card,1,Jan,Saturday,154.92
1327,2025-02-04,Sports,252.87,1,Debit Card,1,Feb,Tuesday,252.87
1328,2025-07-11,Electronics,216.35,3,Credit Card,4,Jul,Friday,649.05
